Vertex:,2500,Edge:,19104
Vertex Information
40,4
35,6
0,41
48,11
22,12
3,5
6,0
39,16
21,27
9,0
44,1
10,25
9,14
13,0
14,0
1,23
47,29
6,16
45,12
17,4
41,15
44,29
10,16
33,47
42,46
25,0
10,27
29,49
36,21
9,5
6,33
13,3
14,1
44,38
19,22
5,11
24,46
31,47
17,41
36,0
36,17
35,37
34,10
44,12
37,11
42,4
35,23
42,37
33,13
34,8
0,1
36,28
35,16
41,7
4,42
1,30
14,23
7,1
20,29
48,29
38,8
14,39
7,30
48,24
31,36
20,49
16,13
1,16
8,35
8,8
36,9
37,3
30,29
18,17
43,4
2,41
40,37
34,9
32,6
40,47
35,5
31,1
36,22
33,1
36,24
35,1
38,34
42,1
38,1
38,38
40,1
27,19
34,3
29,37
7,16
29,28
7,49
40,29
4,38
25,21
0,2
1,2
25,23
44,48
4,2
30,15
41,11
7,2
40,45
17,37
45,8
19,44
40,2
3,32
46,1
4,11
41,1
10,15
2,45
11,43
36,37
31,49
22,28
2,23
16,31
14,2
4,37
4,1
1,10
36,45
49,23
31,2
46,0
41,42
11,36
35,2
19,41
48,41
23,8
3,4
41,20
9,20
42,2
42,40
36,39
1,3
39,12
38,0
19,48
0,9
36,44
16,1
36,1
45,41
12,29
11,28
23,9
47,7
40,49
42,20
37,22
19,15
6,30
16,38
19,45
48,34
16,3
25,32
19,32
8,24
49,31
47,6
22,3
19,26
48,6
26,23
25,18
5,27
12,3
38,39
30,3
17,19
22,11
39,31
8,28
0,5
39,49
0,24
42,25
20,8
21,18
27,36
46,24
43,3
40,0
45,3
46,3
30,23
48,3
44,3
0,4
39,22
38,3
25,16
14,17
5,4
44,19
1,5
3,14
4,45
27,41
19,42
3,11
42,34
14,4
41,17
48,27
24,13
39,4
48,30
20,4
21,1
36,13
24,25
48,40
25,4
26,4
14,13
28,1
29,4
40,14
5,9
19,37
7,47
13,26
18,2
26,3
22,41
37,13
16,24
24,5
43,38
35,0
39,17
11,5
3,6
23,29
8,29
40,23
14,30
23,0
10,21
6,28
7,22
12,45
16,49
6,5
7,5
45,25
25,13
3,49
40,36
33,40
24,12
34,20
3,2
6,10
17,5
42,18
9,28
16,14
25,26
41,39
28,28
28,23
24,26
13,34
8,36
16,8
12,15
0,38
31,5
22,47
11,19
27,43
36,23
27,9
2,47
38,5
4,32
31,3
41,5
27,40
27,32
39,7
10,33
10,43
47,5
0,3
49,5
7,4
38,46
32,5
26,5
41,14
28,30
17,28
3,18
47,48
7,28
32,41
44,28
12,6
39,28
12,49
15,6
2,43
23,38
26,49
30,24
46,33
7,7
29,14
12,10
5,44
13,36
12,42
17,32
17,38
4,43
8,10
37,34
13,47
33,6
34,6
9,26
27,38
4,18
11,33
44,21
34,31
25,5
28,33
46,48
44,6
41,47
24,45
8,0
44,35
49,6
28,4
1,7
29,15
28,43
40,41
8,21
7,23
21,19
32,39
23,37
3,40
