Vertex:,10000,Edge:,78212
Vertex Information
15,92
66,98
2,0
74,70
60,87
75,1
20,73
17,24
34,17
73,90
82,3
52,49
12,25
69,3
43,1
42,11
93,12
30,34
92,53
22,37
89,71
88,24
25,19
42,9
93,4
31,98
99,19
62,41
67,92
82,12
95,55
31,0
13,29
45,66
50,22
96,35
70,6
50,18
79,60
98,22
63,96
99,82
51,86
34,79
50,63
74,60
26,50
13,93
48,0
24,48
62,15
71,7
86,67
76,1
48,82
49,0
16,86
58,29
39,79
3,15
69,74
35,49
93,16
68,99
64,0
65,78
49,28
63,88
60,8
35,7
51,23
53,90
79,90
1,61
74,0
56,22
8,20
67,55
78,0
90,40
9,21
79,73
21,24
21,17
57,78
80,32
66,48
50,73
95,90
95,8
8,34
52,66
83,25
80,92
46,61
4,80
35,23
26,54
48,5
23,73
36,2
34,95
65,43
2,55
74,7
90,44
28,84
67,42
7,63
19,46
72,5
75,0
70,66
65,13
72,35
30,17
14,47
81,42
18,4
42,45
18,84
21,1
28,20
32,44
51,55
25,1
62,75
65,34
38,57
10,15
30,1
55,45
50,74
94,29
20,47
35,1
36,1
16,90
29,14
3,62
44,38
27,29
16,84
60,82
18,43
16,92
11,67
24,53
4,14
82,59
82,79
97,62
52,1
53,1
0,10
59,9
96,65
25,4
68,90
90,29
19,50
73,66
62,1
30,46
47,71
39,46
63,61
9,32
12,69
71,78
4,40
52,50
80,95
56,54
38,53
43,72
42,2
95,80
53,44
71,20
72,46
90,92
5,92
83,1
51,50
24,68
97,43
26,61
29,0
89,59
5,10
92,69
92,1
35,22
94,1
25,44
91,61
42,79
38,39
19,97
61,97
15,22
88,19
19,70
58,22
20,15
25,42
74,97
97,77
86,99
10,2
52,0
79,80
27,44
22,87
11,11
1,73
40,43
88,77
19,2
28,5
97,75
27,40
33,91
24,2
87,53
57,53
69,96
74,4
78,12
10,26
21,7
80,86
99,66
59,89
2,48
37,33
60,17
29,18
81,0
28,24
3,27
43,55
64,28
13,97
32,1
83,23
49,14
44,13
35,48
50,2
8,44
54,64
38,45
99,77
16,6
32,68
25,29
59,92
71,50
39,29
2,17
26,16
27,31
94,53
27,41
1,17
40,6
55,54
49,40
78,43
74,73
25,71
39,66
8,68
39,85
63,54
19,18
1,34
18,14
88,25
25,93
25,57
95,12
35,92
75,92
97,6
44,15
83,53
67,17
95,67
1,11
62,86
38,6
39,58
56,39
25,43
71,33
67,29
30,7
32,43
38,30
64,67
14,36
61,80
45,85
20,55
31,4
8,3
18,95
80,49
72,58
67,14
69,46
94,12
15,3
26,17
23,71
38,31
7,44
21,36
11,94
46,73
89,12
3,75
25,3
40,68
46,31
82,85
82,10
